OBJECTID,Subdistric,Diameter,Bursts_Cou,Length_M,Bursts_per,Pressure_A,CNXDensity,Soil_Type,Soil_Code,Soil_RiskN,Era,Era_Code,Era_Risk,Material,Material_1,Mat_Risk,Mat_Code,Rain_YrAvg,DryMthAvg,WetMthAvg,Landuse,Landuse_Co,Landuse_Du,Location,rain_15yravg,rain_30yravg,rcp26_2035,rcp26_2050,rcp45_2035,rcp45_2050,rcp85_2035,rcp85_2050
2340,Warrens Park South,10,0,1017.075,0,28.14,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1466.19535319,77.8398458,167.921995,Urban,U,1,W,121.48379516601562,122.91703033447266,122.43008422851562,150.57814025878906,185.2697296142578,134.01458740234375,178.8144989013672,128.43685913085937
2341,Warrens Terrace,3,0,20.353,0,15.111,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1466.15478516,78.8640793,168.5266296,Urban,U,1,W,120.26494434901646,122.41631535121373,123.70064726329986,152.19875953311012,187.18048495338076,135.42267390659876,180.70127160208565,129.7994728088379
2342,Warrens Terrace,4,0,20.353,0,15.111,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1466.15478516,78.8640793,168.5266296,Urban,U,1,W,111.39929453531902,130.40573501586914,136.55502700805664,169.06223678588867,207.4190877278646,150.2652244567871,200.89104334513345,144.3686434427897
2343,Water Hall,4,0,139.933,0,65.753,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1527.44537354,82.3317566,170.2026443,Urban,U,1,W,108.7639874655103,131.9277593219091,138.2040264795697,171.12422725132532,209.85629333011687,152.08441198439826,203.36559259323846,146.12965235634456
2344,Water Hall Terrace,4,11,691.298,0.016,78.256,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1526.19503246,82.408796,170.180568,Urban,U,1,W,108.1578745061701,131.52464266690342,138.05023692737927,170.9040771484375,209.59692909934304,151.9118613503196,203.12529546564275,145.9585898659446
2345,Water Hall Terrace,6,11,691.298,0.016,78.256,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1526.19503246,82.408796,170.180568,Urban,U,1,W,117.35648132324219,119.69581420898437,84.44013275146484,103.51329223632813,127.81605072021485,91.83911346435546,123.17459899902343,88.24539398193359
2346,Water Street,3,0,22.219,0,-16.699,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1357.70365397,75.8905029,160.2761519,Urban,U,1,S,117.33801234852184,119.76279172030362,84.47568477283825,103.54800033569336,127.8660625110973,91.87779305197976,123.2182846069336,88.2766525962136
2347,Water Street,4,0,22.219,0,-16.699,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1357.70365397,75.8905029,160.2761519,Urban,U,1,S,117.37374877929687,119.7122802734375,84.50501251220703,103.59922790527344,127.90828704833984,91.91594696044922,123.28691101074219,88.32636260986328
2348,Water Street,6,0,22.219,0,-16.699,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1357.70365397,75.8905029,160.2761519,Urban,U,1,S,117.37374877929687,119.7122802734375,84.4653572669396,103.54563434307391,127.85313826340895,91.86840409498949,123.21510080190805,88.27454728346605
2349,Water Street,12,0,22.219,0,-16.699,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1357.70365397,75.8905029,160.2761519,Urban,U,1,S,143.5321560711928,121.99018881354533,99.15604776731679,121.49191595802844,150.156401513328,108.04228994879924,144.11600333200374,103.38644452162193
2350,Waterford,4,2,360.1,0.006,8.923,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1484.22207642,80.470747,167.3066978,Urban,U,1,W,147.26284907414362,122.46875880314754,99.28778369610126,121.65162130502554,150.33119436410757,108.22676086425781,144.36408292330228,103.56837287315956
2351,Waterford,6,2,360.1,0.006,8.923,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1484.22207642,80.470747,167.3066978,Urban,U,1,W,147.99929809570312,122.55409622192383,99.78508281707764,122.26972579956055,151.06756210327148,108.79480838775635,145.1225929260254,104.1174144744873
2352,Waterford,8,2,360.1,0.006,8.923,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1484.22207642,80.470747,167.3066978,Urban,U,1,W,147.79921936035157,122.48556457519531,100.09132507324219,122.63366149902343,151.50496704101562,109.13718902587891,145.5794287109375,104.44758056640624
2353,Waterford,18,2,360.1,0.006,8.923,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1484.22207642,80.470747,167.3066978,Urban,U,1,W,140.61248626708985,125.70737075805664,96.87806854248046,119.12019195556641,146.76397705078125,105.9209701538086,141.63330993652343,101.55584259033203
2354,Watts Village,3,0,168.972,0,41.928,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.16398926,82.2734032,165.0903885,Urban,U,1,S,139.36475118001303,126.19862874348958,96.57875061035156,118.74112701416016,146.32098388671875,105.57677459716797,141.1688232421875,101.22135162353516
2355,Watts Village,4,0,168.972,0,41.928,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.16398926,82.2734032,165.0903885,Urban,U,1,S,138.03758893694197,126.5280374799456,96.36463928222656,118.41184670584542,145.9609146118164,105.31907163347516,140.80282701764787,100.95944322858539
2356,Watts Village,6,0,168.972,0,41.928,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.16398926,82.2734032,165.0903885,Urban,U,1,S,134.81641343060662,127.11483360739315,104.92297901826747,129.53148606244255,159.11672390208525,114.8665553822237,153.72402774586396,110.26004364911248
2357,Waverly Cot,4,0,412.638,0,25.689,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1491.79974365,84.7784271,166.4344788,Urban,U,1,S,115.42790222167969,125.21277618408203,102.71959686279297,126.1817398071289,156.8056182861328,111.94116973876953,149.8800811767578,107.84546661376953
2358,Welch Town,4,0,3.771,0,48.12,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1471.95898438,76.7703418,164.4713593,Rural,R,0,N,116.677490234375,137.81087493896484,102.4930648803711,124.82077026367187,155.9366455078125,110.92765045166016,148.02565002441406,106.08385467529297
2359,Welchamn Hall,3,0,44.315,0,79.074,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1551.75917562,86.3244737,170.9049479,Urban,U,1,W,117.72269439697266,137.8069305419922,101.8912582397461,123.9568099975586,154.9232177734375,110.24275970458984,147.10633850097656,105.41677856445312
2360,Welchamn Hall,4,0,44.315,0,79.074,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1551.75917562,86.3244737,170.9049479,Urban,U,1,W,111.87359056316438,137.5281567182697,103.86315792896708,126.79190088490971,158.2393008372823,112.49186593978132,150.12469707551548,107.60472644743372
2361,Welchamn Hall,6,0,44.315,0,79.074,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1551.75917562,86.3244737,170.9049479,Urban,U,1,W,114.83329010009766,118.08799743652344,83.26600646972656,102.09463500976562,126.09648132324219,90.4980697631836,121.4103012084961,86.977508544921875
2362,Welches,3,15,7.93,1.892,-1.618,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1359.05663687,75.7462999,160.3846579,Urban,U,1,S,115.136572265625,118.12478790283203,83.19476470947265,101.98183746337891,125.97547607421875,90.4125732421875,121.28329925537109,86.8856216430664
2363,Welches,4,15,7.93,1.892,-1.618,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1359.05663687,75.7462999,160.3846579,Urban,U,1,S,114.83329010009766,118.08799743652344,83.26600646972656,102.09463500976562,126.09648132324219,90.4980697631836,121.4103012084961,86.977508544921875
2364,Welches,8,15,7.93,1.892,-1.618,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1359.05663687,75.7462999,160.3846579,Urban,U,1,S,114.25757598876953,122.9387715657552,125.89957427978516,154.96951802571616,190.58204142252603,137.82673136393228,183.92529805501303,132.1189219156901
2365,Welches Heights,4,0,173.696,0,-27.081,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1474.08980306,78.3851293,168.3232015,Urban,U,1,W,114.8980941772461,123.21048736572266,125.16248067220052,154.00542195638022,189.44261678059897,137.00689188639322,182.82662455240884,131.32550048828125
2366,Welches Heights,10,0,173.696,0,-27.081,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1474.08980306,78.3851293,168.3232015,Urban,U,1,W,111.74217478434245,122.7766768137614,127.90840085347493,157.55241521199545,193.70173517862955,140.0482063293457,186.90775934855142,134.2679011027018
2367,Welches North,4,16,323.953,0.049,-18.387,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1468.15338135,77.5540466,167.9099579,Urban,U,1,W,111.6378173828125,124.03231493631999,126.06691551208496,155.17651494344076,190.92620595296225,137.98234430948892,184.1411895751953,132.26715850830078
2368,Welches Terrace,3,0,394.773,0,-45.631,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1475.19555664,78.3852554,168.3375,Urban,U,1,W,111.70890738747336,123.77440990101208,126.40933412494081,155.61465130430278,191.43328071363044,138.36778166799834,184.65697594844934,132.6405292857777
2369,Welches Terrace,4,0,394.773,0,-45.631,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1475.19555664,78.3852554,168.3375,Urban,U,1,W,112.26326921251085,122.74548000759549,127.48464796278212,156.99960666232639,193.02653333875867,139.58024088541666,186.27844916449652,133.81504143608942
2370,Welches Terrace,6,0,394.773,0,-45.631,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1475.19555664,78.3852554,168.3375,Urban,U,1,W,117.62825145721436,136.68438491821288,100.59642295837402,121.28094501495362,151.8119152069092,108.76958293914795,145.0918354034424,103.96722717285157
2371,Welchman Hall,1.5,16,589.756,0.027,47.939,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1549.91955566,86.2427409,170.713204,Urban,U,1,W,115.72078028592196,138.0043636668812,106.0377082824707,129.8454848202792,161.77613379738548,114.99049897627397,153.55511682683772,110.07006471807307
2372,Welchman Hall,3,16,589.756,0.027,47.939,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1549.91955566,86.2427409,170.713204,Urban,U,1,W,117.55819791628991,136.87550589479045,101.16125921555508,122.25759233074423,152.9464953387225,109.4150232385706,145.96614150059077,104.5980169037242
2373,Welchman Hall,4,16,589.756,0.027,47.939,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1549.91955566,86.2427409,170.713204,Urban,U,1,W,111.17346360056024,136.8982217889083,103.41804785477488,126.09169793379934,157.41960015547903,111.98630491557874,149.42092574270148,107.10217028166119
2374,Welchman Hall,6,16,589.756,0.027,47.939,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1549.91955566,86.2427409,170.713204,Urban,U,1,W,116.14495849609375,137.7058868408203,107.9161148071289,132.3698272705078,164.7061309814453,117.14772033691406,156.4940643310547,112.18827056884766
2375,Welchman Hall,10,16,589.756,0.027,47.939,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1549.91955566,86.2427409,170.713204,Urban,U,1,W,110.64468977186415,109.34448284573025,101.73055034213596,126.9666765001085,154.91711044311523,111.39837710062663,150.08053588867187,107.62177848815918
2376,Well House,4,0,621.938,0,13.733,0,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1332.01900809,68.3187779,150.5154528,Urban,U,1,S,110.60234069824219,109.25713539123535,101.75236129760742,126.99095153808594,154.94590759277344,111.42388534545898,150.1126480102539,107.64503479003906
2377,Well House,6,0,621.938,0,13.733,0,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1332.01900809,68.3187779,150.5154528,Urban,U,1,S,111.08988189697266,109.83167266845703,101.82186889648437,127.08699798583984,155.0690155029297,111.49434661865234,150.2111053466797,107.71370697021484
2378,Well House,8,0,621.938,0,13.733,0,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1332.01900809,68.3187779,150.5154528,Urban,U,1,S,105.88851572672526,108.48197580973307,100.62059478759765,125.59471282958984,153.23328959147136,110.16310373942058,148.4669413248698,106.46839548746745
2379,Well House Bay,4,0,287.492,0,24.743,0,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1320.63069661,67.7153295,149.8236694,Urban,U,1,S,105.36478994618291,117.1015577233356,128.810692297894,158.92077703061312,195.08488132642663,141.06002024774966,188.2660442849864,135.26264754585597
2380,West Terrace,4,0,2908.751,0,64.841,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1452.0242691,73.6148162,165.3905282,Urban,U,1,W,105.30642621945113,117.25501779409555,129.8924584021935,160.28136033278244,196.72601905235877,142.27185801970654,189.88861357860077,136.43355305989584
2381,West Terrace,6,0,2908.751,0,64.841,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1452.0242691,73.6148162,165.3905282,Urban,U,1,W,106.4903927971335,117.50135444192325,128.95765730913948,159.06532826143152,195.25858531278723,141.22180624569162,188.4820161707261,135.4181805778952
2382,West Terrace,8,0,2908.751,0,64.841,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1452.0242691,73.6148162,165.3905282,Urban,U,1,W,105.17842102050781,117.4611325945173,130.73475973946708,161.32682255336218,197.99182346888952,143.2170148577009,191.15487016950334,137.34707096644811
2383,West Terrace,10,0,2908.751,0,64.841,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1452.0242691,73.6148162,165.3905282,Urban,U,1,W,129.72608184814453,118.2420768737793,96.40792560577393,118.0782995223999,146.14806938171387,104.7320327758789,139.70140075683594,100.18231964111328
2384,Westbury Road,3,8,102.307,0.078,48.255,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1466.30103257,76.7784253,165.2925846,Urban,U,1,W,128.57726686651057,117.97707644375888,98.19840240478516,120.21778245405717,148.7073154449463,106.7469104420055,142.39306918057528,102.1284105127508
2385,Westbury Road,4,8,102.307,0.078,48.255,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1466.30103257,76.7784253,165.2925846,Urban,U,1,W,130.46051788330078,118.39297358194987,96.00227546691895,117.62243461608887,145.60262298583984,104.27705764770508,139.0930404663086,99.74244117736816
2386,Westbury Road,8,8,102.307,0.078,48.255,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1466.30103257,76.7784253,165.2925846,Urban,U,1,W,129.56632868448892,118.2125907474094,97.14824083116319,118.98656463623047,147.23453521728516,105.56642829047308,140.81542756822375,100.9877315097385
2387,Westbury Road,16,8,102.307,0.078,48.255,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1466.30103257,76.7784253,165.2925846,Urban,U,1,W,113.30855305989583,129.81368001302084,136.22919209798178,168.71177673339844,207.00618998209634,149.89838155110678,200.3869832356771,144.00845845540366
2388,Westmoreland,1,13,448.8,0.029,6.417,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1523.36890911,81.6356683,169.9645828,Urban,U,1,W,112.16324903380196,129.71736490501547,136.65904610112028,169.24102610462117,207.6338990409419,150.36258654324513,201.01024498129792,144.4503162312058
2389,Westmoreland,4,13,448.8,0.029,6.417,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1523.36890911,81.6356683,169.9645828,Urban,U,1,W,114.68432451883952,129.3272408803304,135.95007603963217,168.51550318400066,206.77444305419922,149.57235819498698,199.93411916097006,143.68200454711913
2390,Westmoreland,6,13,448.8,0.029,6.417,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1523.36890911,81.6356683,169.9645828,Urban,U,1,W,112.61377187875601,129.793210543119,136.27754680926984,168.7766852745643,207.08335641714243,149.94989365797775,200.45520958533655,144.05675447904147
2391,Westmoreland,10,13,448.8,0.029,6.417,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1523.36890911,81.6356683,169.9645828,Urban,U,1,W,132.57758460854583,124.09594280314896,131.43508076217938,162.64510618965582,199.7940495329083,144.56051261470003,193.12090517439933,138.81415111613723
2392,Weston,3,21,605.316,0.035,42.546,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1523.7467041,80.6703491,169.3692678,Urban,U,1,W,132.8538370768229,124.55305158827039,131.42708706325953,162.84223225911458,200.03346421983508,144.55674709743923,193.12288750542535,138.81620279947916
2393,Weston,4,21,605.316,0.035,42.546,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1523.7467041,80.6703491,169.3692678,Urban,U,1,W,132.53787935697116,123.87594897930438,131.36990004319412,162.45330458420975,199.56195537860577,144.48678001990686,193.01722482534555,138.7397965651292
2394,Weston,6,21,605.316,0.035,42.546,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1523.7467041,80.6703491,169.3692678,Urban,U,1,W,132.57500233369714,123.88128213321461,131.39841506060432,162.50767337574678,199.62735523897058,144.51831862505745,193.0603880040786,138.7706756591797
2395,Weston,7,21,605.316,0.035,42.546,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1523.7467041,80.6703491,169.3692678,Urban,U,1,W,109.26766204833984,108.89197387695313,101.51453552246093,126.69319915771484,154.57834167480468,111.16301727294922,149.76801452636718,107.39970092773437
2396,Wheelers,4,0,11.843,0,16.024,0,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1320.7850647,67.992836,150.1828117,Urban,U,1,S,136.1829833984375,121.76036834716797,109.6064453125,134.55743408203125,165.8204345703125,119.77528381347656,159.78294372558594,114.7095718383789
2397,White Hall,3,1,5.713,0.175,38.563,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1484.64556885,79.3694153,167.8085861,Urban,U,1,W,130.83026897907257,121.37375354766846,115.26778876781464,141.64355373382568,174.34068655967712,126.06228268146515,168.18636560440063,120.77507483959198
2398,White Hall,4,1,5.713,0.175,38.563,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1484.64556885,79.3694153,167.8085861,Urban,U,1,W,129.97403986313765,121.1237496768727,113.57846787396599,139.51004387350645,171.7740478515625,124.16630284926471,165.65388847799863,118.94567287669463
2399,White Hall,6,1,5.713,0.175,38.563,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1484.64556885,79.3694153,167.8085861,Urban,U,1,W,136.7093048095703,121.85354614257813,110.37884521484375,135.53050231933594,166.98838806152344,120.64273834228516,160.94168090820313,115.54681396484375
2400,White Hall,8,1,5.713,0.175,38.563,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1484.64556885,79.3694153,167.8085861,Urban,U,1,W,142.31669235229492,126.94039344787598,111.49210739135742,137.71315002441406,170.33401489257812,122.39588928222656,163.57379913330078,117.64322662353516
2401,White Hall North,3,1,29.96,0.033,41.786,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1551.69970703,81.0801636,168.9237579,Rural,R,0,N,142.24264643742487,127.3725339449369,112.19191331129808,138.5565960223858,171.3438708965595,123.19011864295372,164.62869497445914,118.40646127554086
2402,White Hall North,6,1,29.96,0.033,41.786,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1551.69970703,81.0801636,168.9237579,Rural,R,0,N,135.00711059570312,112.87986755371094,106.06056213378906,132.27734375,161.4795684814453,116.1900863647461,156.33511352539062,112.08098602294922
2404,White Haven,7,0,5.883,0,0,0,Shallow Soils,H,2,1860-1969,D,4,C,C,4,I,1369.2986806,70.5458819,153.5721829,Urban,U,1,S,147.4133415222168,121.49674415588379,103.9913558959961,128.2776336669922,158.89505004882812,113.97250366210937,152.3483428955078,109.43075561523437
2405,White Hill Tenantry,4,0,510.026,0,1.741,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1476.09844971,81.2508698,169.6025238,Urban,U,1,W,147.75750923156738,121.65585613250732,104.23414421081543,128.57622909545898,159.25576400756836,114.24577331542969,152.71142578125,109.69579887390137
2406,Whitehead,10,0,57.701,0,37.322,0,Sandy Soils,S,1,Unknown,E,5,U,U,6,U,1485.60327148,76.4821625,165.3076706,Rural,R,0,N,108.641104221344,113.3460783958435,84.50170421600342,104.52418184280396,128.33736562728882,92.03787422180176,124.05672073364258,88.92813301086426
2407,Whitehead,12,0,57.701,0,37.322,0,Sandy Soils,S,1,Unknown,E,5,U,U,6,U,1485.60327148,76.4821625,165.3076706,Rural,R,0,N,109.1706569277007,113.85400364316743,84.6771424392174,104.69833110940867,128.58017599171606,92.23216931573276,124.2864735044282,89.08965906603584
2408,Wilcox,3,5,25.561,0.196,-11.242,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1363.63339844,70.3699234,154.9629272,Urban,U,1,S,108.88806915283203,115.01968383789062,85.11038970947266,105.14826965332031,129.19874572753906,92.7125244140625,124.86040496826172,89.49384307861328
2409,Wilcox,4,5,25.561,0.196,-11.242,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1363.63339844,70.3699234,154.9629272,Urban,U,1,S,109.06362724304199,113.91838788986206,84.56866550445557,104.50954246520996,128.3803391456604,92.10396814346313,124.0921106338501,88.947181224823
2410,Wilcox,6,5,25.561,0.196,-11.242,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1363.63339844,70.3699234,154.9629272,Urban,U,1,S,109.19385528564453,114.66285196940105,84.8927739461263,104.88015238444011,128.86441548665366,92.46693929036458,124.5432612101237,89.26734670003255
