OBJECTID,Subdistrict,Diameter,Bursts_Count,Length_M,Bursts per M,Pressure Avg,CNXDensity Avg,Soil_Type ,Soil_Code,Soil_RiskNew,Era,Era_Code,Era_Risk,Material,Material,Mat_Risk,Mat_Code,Rain_YrAvg,DryMthAvg,WetMthAvg,Landuse,Landuse_Code,Landuse_Dummy,Location
1,Airy Cot,1.00000000000,0,416.55600000000,0.00000000000,33.76500000000,0.00000000000,Scotland District Soils,O,6,Unknown,E,5,Galvanized iron,G,2,I,1548.36788236000,85.2576278,170.8188383,Rural,R,0,W
2,Airy Cot,3.00000000000,0,416.55600000000,0.00000000000,33.76500000000,0.00000000000,Scotland District Soils,O,6,Unknown,E,5,Galvanized iron,G,2,I,1548.36788236000,85.2576278,170.8188383,Rural,R,0,W
3,Airy Cot,6.00000000000,0,416.55600000000,0.00000000000,33.76500000000,0.00000000000,Scotland District Soils,O,6,Unknown,E,5,Galvanized iron,G,2,I,1548.36788236000,85.2576278,170.8188383,Rural,R,0,W
4,Airy Hill,2.00000000000,1,22.49900000000,0.04400000000,22.92400000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1526.24295529000,86.1132470,170.5021961,Urban,U,1,W
5,Airy Hill,3.00000000000,1,22.49900000000,0.04400000000,22.92400000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1526.24295529000,86.1132470,170.5021961,Urban,U,1,W
6,Airy Hill,4.00000000000,1,22.49900000000,0.04400000000,22.92400000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1526.24295529000,86.1132470,170.5021961,Urban,U,1,W
7,Airy Hill,5.00000000000,1,22.49900000000,0.04400000000,22.92400000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1526.24295529000,86.1132470,170.5021961,Urban,U,1,W
8,Airy Hill,6.00000000000,1,22.49900000000,0.04400000000,22.92400000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1526.24295529000,86.1132470,170.5021961,Urban,U,1,W
9,Airy Hill,10.00000000000,1,22.49900000000,0.04400000000,22.92400000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1526.24295529000,86.1132470,170.5021961,Urban,U,1,W
10,Airy Hill North,4.00000000000,3,780.81000000000,0.00400000000,55.22000000000,1.46200000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1609.43772961000,90.2601598,172.5195105,Urban,U,1,E
11,Airy Hill North,8.00000000000,3,780.81000000000,0.00400000000,55.22000000000,1.46200000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1609.43772961000,90.2601598,172.5195105,Urban,U,1,E
12,Alexandra,3.00000000000,1,2058.86800000000,0.00000000000,53.03000000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1436.53902825000,72.9519857,161.0992642,Rural,R,0,N
13,Alexandra,4.00000000000,1,2058.86800000000,0.00000000000,53.03000000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1436.53902825000,72.9519857,161.0992642,Rural,R,0,N
14,Alexandra,8.00000000000,1,2058.86800000000,0.00000000000,53.03000000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1436.53902825000,72.9519857,161.0992642,Rural,R,0,N
15,Alleynedale,4.00000000000,2,364.79900000000,0.00500000000,51.20800000000,0.00000000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1461.28158951000,75.5092709,164.3772569,Rural,R,0,N
16,Alleynedale,6.00000000000,2,364.79900000000,0.00500000000,51.20800000000,0.00000000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1461.28158951000,75.5092709,164.3772569,Rural,R,0,N
17,Alleynedale Hall,6.00000000000,0,1145.90100000000,0.00000000000,97.78800000000,0.00000000000,Sandy Soils,S,1,1970-1996,B,2,DIP,D,3,I,1494.78326971000,77.4415155,166.1957349,Rural,R,0,N
18,Allmans,4.00000000000,0,1262.42900000000,0.00000000000,42.08300000000,0.00000000000,Sandy Soils,S,1,1970-1996,B,2,DIP,D,3,I,1489.36300374000,76.9236696,165.7824835,Rural,R,0,N
19,Allmans,8.00000000000,0,1262.42900000000,0.00000000000,42.08300000000,0.00000000000,Sandy Soils,S,1,1970-1996,B,2,DIP,D,3,I,1489.36300374000,76.9236696,165.7824835,Rural,R,0,N
20,Allmans,10.00000000000,0,1262.42900000000,0.00000000000,42.08300000000,0.00000000000,Sandy Soils,S,1,1970-1996,B,2,DIP,D,3,I,1489.36300374000,76.9236696,165.7824835,Rural,R,0,N
21,Allmans,12.00000000000,0,1262.42900000000,0.00000000000,42.08300000000,0.00000000000,Sandy Soils,S,1,1970-1996,B,2,DIP,D,3,I,1489.36300374000,76.9236696,165.7824835,Rural,R,0,N
22,Andrews Factory,4.00000000000,0,1173.53100000000,0.00000000000,100.73400000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1573.05566708000,89.2257568,171.2585175,Rural,R,0,E
23,Andrews Factory,5.00000000000,0,1173.53100000000,0.00000000000,100.73400000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1573.05566708000,89.2257568,171.2585175,Rural,R,0,E
24,Andrews Factory,8.00000000000,0,1173.53100000000,0.00000000000,100.73400000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1573.05566708000,89.2257568,171.2585175,Rural,R,0,E
25,Andrews Factory,9.00000000000,0,1173.53100000000,0.00000000000,100.73400000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1573.05566708000,89.2257568,171.2585175,Rural,R,0,E
26,Andrews Factory,12.00000000000,0,1173.53100000000,0.00000000000,100.73400000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1573.05566708000,89.2257568,171.2585175,Rural,R,0,E
27,Andrews Plantation,4.00000000000,0,1119.73700000000,0.00000000000,160.69100000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1548.32465617000,88.8652967,170.9654325,Rural,R,0,E
28,Andrews Plantation,12.00000000000,0,1119.73700000000,0.00000000000,160.69100000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1548.32465617000,88.8652967,170.9654325,Rural,R,0,E
29,Andrews Tenantry,3.00000000000,4,13.78600000000,0.29000000000,-1.00000000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1609.59812128000,90.2037953,172.1976562,Rural,R,0,E
30,Andrews Tenantry,4.00000000000,4,13.78600000000,0.29000000000,-1.00000000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1609.59812128000,90.2037953,172.1976562,Rural,R,0,E
31,Andrews Tenantry,5.00000000000,4,13.78600000000,0.29000000000,-1.00000000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1609.59812128000,90.2037953,172.1976562,Rural,R,0,E
32,Andrews Tenantry,6.00000000000,4,13.78600000000,0.29000000000,-1.00000000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1609.59812128000,90.2037953,172.1976562,Rural,R,0,E
33,Andrews Tenantry,8.00000000000,4,13.78600000000,0.29000000000,-1.00000000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1609.59812128000,90.2037953,172.1976562,Rural,R,0,E
34,Andrews Tenantry,9.00000000000,4,13.78600000000,0.29000000000,-1.00000000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1609.59812128000,90.2037953,172.1976562,Rural,R,0,E
35,Andrews Tenantry,12.00000000000,4,13.78600000000,0.29000000000,-1.00000000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1609.59812128000,90.2037953,172.1976562,Rural,R,0,E
36,Apes Hill,2.00000000000,4,675.23100000000,0.00600000000,25.83900000000,0.21100000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1526.82922642000,83.4064047,170.1023183,Rural,R,0,N
37,Apes Hill,3.00000000000,4,675.23100000000,0.00600000000,25.83900000000,0.21100000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1526.82922642000,83.4064047,170.1023183,Rural,R,0,N
38,Apes Hill,4.00000000000,4,675.23100000000,0.00600000000,25.83900000000,0.21100000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1526.82922642000,83.4064047,170.1023183,Rural,R,0,N
39,Apes Hill,6.00000000000,4,675.23100000000,0.00600000000,25.83900000000,0.21100000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1526.82922642000,83.4064047,170.1023183,Rural,R,0,N
40,Apes Hill,10.00000000000,4,675.23100000000,0.00600000000,25.83900000000,0.21100000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1526.82922642000,83.4064047,170.1023183,Rural,R,0,N
41,Apple Hall,3.00000000000,0,523.59100000000,0.00000000000,19.73000000000,0.00000000000,Shallow Soils,H,2,1860-1969,D,4,CIP,C,4,I,1342.83023034000,68.4787486,150.5731307,Urban,U,1,S
42,Apple Hall,4.00000000000,0,523.59100000000,0.00000000000,19.73000000000,0.00000000000,Shallow Soils,H,2,1860-1969,D,4,CIP,C,4,I,1342.83023034000,68.4787486,150.5731307,Urban,U,1,S
43,Apple Hall,8.00000000000,0,523.59100000000,0.00000000000,19.73000000000,0.00000000000,Shallow Soils,H,2,1860-1969,D,4,CIP,C,4,I,1342.83023034000,68.4787486,150.5731307,Urban,U,1,S
44,Appleby,4.00000000000,12,1972.49400000000,0.00600000000,102.40100000000,3.08800000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1459.92102051000,73.6736544,165.5643107,Urban,U,1,W
45,Appleby,10.00000000000,12,1972.49400000000,0.00600000000,102.40100000000,3.08800000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1459.92102051000,73.6736544,165.5643107,Urban,U,1,W
46,Applewaithes,4.00000000000,5,1226.10000000000,0.00400000000,175.37400000000,0.00000000000,Kandoid Clay,K,3,Unknown,E,5,Unknown,U,6,U,1488.27794561000,85.9108419,170.0111000,Rural,R,0,W
47,Applewaithes,6.00000000000,5,1226.10000000000,0.00400000000,175.37400000000,0.00000000000,Kandoid Clay,K,3,Unknown,E,5,Unknown,U,6,U,1488.27794561000,85.9108419,170.0111000,Rural,R,0,W
48,Applewaithes,8.00000000000,5,1226.10000000000,0.00400000000,175.37400000000,0.00000000000,Kandoid Clay,K,3,Unknown,E,5,Unknown,U,6,U,1488.27794561000,85.9108419,170.0111000,Rural,R,0,W
49,Applewaithes,10.00000000000,5,1226.10000000000,0.00400000000,175.37400000000,0.00000000000,Kandoid Clay,K,3,Unknown,E,5,Unknown,U,6,U,1488.27794561000,85.9108419,170.0111000,Rural,R,0,W
50,Applewaithes Tenantry,4.00000000000,0,139.26800000000,0.00000000000,11.57300000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1482.17525139000,83.8933627,169.9316473,Urban,U,1,W
51,Applewaithes Tenantry,6.00000000000,0,139.26800000000,0.00000000000,11.57300000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1482.17525139000,83.8933627,169.9316473,Urban,U,1,W
52,Applewaithes Tenantry,7.00000000000,0,139.26800000000,0.00000000000,11.57300000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1482.17525139000,83.8933627,169.9316473,Urban,U,1,W
53,Applewaithes Tenantry,10.00000000000,0,139.26800000000,0.00000000000,11.57300000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1482.17525139000,83.8933627,169.9316473,Urban,U,1,W
54,Arch Hall,3.00000000000,13,1339.71800000000,0.01000000000,-16.62100000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1487.83921708000,78.0229812,168.2718000,Rural,R,0,W
55,Arch Hall,6.00000000000,13,1339.71800000000,0.01000000000,-16.62100000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1487.83921708000,78.0229812,168.2718000,Rural,R,0,W
56,Arch Hall,8.00000000000,13,1339.71800000000,0.01000000000,-16.62100000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1487.83921708000,78.0229812,168.2718000,Rural,R,0,W
57,Arch Hall,12.00000000000,13,1339.71800000000,0.01000000000,-16.62100000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1487.83921708000,78.0229812,168.2718000,Rural,R,0,W
58,Archers,3.00000000000,1,300.88300000000,0.00300000000,22.48700000000,0.00000000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1395.82775181000,69.8754486,158.4274942,Urban,U,1,N
59,Archers,4.00000000000,1,300.88300000000,0.00300000000,22.48700000000,0.00000000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1395.82775181000,69.8754486,158.4274942,Urban,U,1,N
60,Arthur's Seat,3.00000000000,24,2873.97400000000,0.00800000000,-11.10900000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1473.15151480000,79.2484563,168.7222720,Urban,U,1,W
61,Arthur's Seat,4.00000000000,24,2873.97400000000,0.00800000000,-11.10900000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1473.15151480000,79.2484563,168.7222720,Urban,U,1,W
62,Arthur's Seat,6.00000000000,24,2873.97400000000,0.00800000000,-11.10900000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1473.15151480000,79.2484563,168.7222720,Urban,U,1,W
63,Arthur's Seat,10.00000000000,24,2873.97400000000,0.00800000000,-11.10900000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1473.15151480000,79.2484563,168.7222720,Urban,U,1,W
64,Ashbury,3.00000000000,2,522.74200000000,0.00400000000,50.37500000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1509.34912664000,87.5237540,169.0527421,Rural,R,0,E
65,Ashbury,4.00000000000,2,522.74200000000,0.00400000000,50.37500000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1509.34912664000,87.5237540,169.0527421,Rural,R,0,E
66,Ashbury,5.00000000000,2,522.74200000000,0.00400000000,50.37500000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1509.34912664000,87.5237540,169.0527421,Rural,R,0,E
67,Ashbury,6.00000000000,2,522.74200000000,0.00400000000,50.37500000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1509.34912664000,87.5237540,169.0527421,Rural,R,0,E
68,Ashbury,8.00000000000,2,522.74200000000,0.00400000000,50.37500000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1509.34912664000,87.5237540,169.0527421,Rural,R,0,E
69,Ashbury,9.00000000000,2,522.74200000000,0.00400000000,50.37500000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1509.34912664000,87.5237540,169.0527421,Rural,R,0,E
70,Ashbury,10.00000000000,2,522.74200000000,0.00400000000,50.37500000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1509.34912664000,87.5237540,169.0527421,Rural,R,0,E
71,Ashford,4.00000000000,0,592.26300000000,0.00000000000,83.46300000000,0.00000000000,Kandoid Clay,K,3,1970-1996,B,2,DIP,D,3,I,1546.00262451000,85.7187640,170.2590256,Urban,U,1,W
72,Ashford Plantation,11.00000000000,0,2336.90300000000,0.00000000000,8.66000000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1347.33941786000,80.7759421,162.9273409,Rural,R,0,E
73,Ashton Hall,3.00000000000,38,1880.32700000000,0.02000000000,77.82100000000,7.41800000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1545.72594946000,80.7650147,168.7366571,Urban,U,1,N
74,Ashton Hall,4.00000000000,38,1880.32700000000,0.02000000000,77.82100000000,7.41800000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1545.72594946000,80.7650147,168.7366571,Urban,U,1,N
75,Ashton Hall,6.00000000000,38,1880.32700000000,0.02000000000,77.82100000000,7.41800000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1545.72594946000,80.7650147,168.7366571,Urban,U,1,N
76,Ashton Hall,7.00000000000,38,1880.32700000000,0.02000000000,77.82100000000,7.41800000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1545.72594946000,80.7650147,168.7366571,Urban,U,1,N
77,Ashton Hall,8.00000000000,38,1880.32700000000,0.02000000000,77.82100000000,7.41800000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1545.72594946000,80.7650147,168.7366571,Urban,U,1,N
78,Ashton Hall,10.00000000000,38,1880.32700000000,0.02000000000,77.82100000000,7.41800000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1545.72594946000,80.7650147,168.7366571,Urban,U,1,N
79,Ashton Hall,12.00000000000,38,1880.32700000000,0.02000000000,77.82100000000,7.41800000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1545.72594946000,80.7650147,168.7366571,Urban,U,1,N
80,Ashton Hall,15.00000000000,38,1880.32700000000,0.02000000000,77.82100000000,7.41800000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1545.72594946000,80.7650147,168.7366571,Urban,U,1,N
81,Ashton Hall North,3.00000000000,12,2904.63200000000,0.00400000000,40.14500000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1446.20216810000,74.2153250,163.3613203,Rural,R,0,N
82,Ashton Hall North,10.00000000000,12,2904.63200000000,0.00400000000,40.14500000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1446.20216810000,74.2153250,163.3613203,Rural,R,0,N
83,Atlantic Park,4.00000000000,0,1570.24300000000,0.00000000000,50.52000000000,0.00000000000,Shallow Soils,H,2,1970-1996,B,2,DIP,D,3,I,1316.59219360000,66.9038749,149.0771837,Urban,U,1,S
84,Atlantic Shores,2.00000000000,35,6575.73200000000,0.00500000000,33.51100000000,2.38700000000,Shallow Soils,H,2,1970-1996,B,2,DIP,D,3,I,1352.68635364000,72.5285899,157.5633541,Urban,U,1,S
85,Atlantic Shores,3.00000000000,35,6575.73200000000,0.00500000000,33.51100000000,2.38700000000,Shallow Soils,H,2,1970-1996,B,2,DIP,D,3,I,1352.68635364000,72.5285899,157.5633541,Urban,U,1,S
86,Atlantic Shores,4.00000000000,35,6575.73200000000,0.00500000000,33.51100000000,2.38700000000,Shallow Soils,H,2,1970-1996,B,2,DIP,D,3,I,1352.68635364000,72.5285899,157.5633541,Urban,U,1,S
87,Atlantic Shores,6.00000000000,35,6575.73200000000,0.00500000000,33.51100000000,2.38700000000,Shallow Soils,H,2,1970-1996,B,2,DIP,D,3,I,1352.68635364000,72.5285899,157.5633541,Urban,U,1,S
88,Atlantic Shores,8.00000000000,35,6575.73200000000,0.00500000000,33.51100000000,2.38700000000,Shallow Soils,H,2,1970-1996,B,2,DIP,D,3,I,1352.68635364000,72.5285899,157.5633541,Urban,U,1,S
89,Atlantic Shores,10.00000000000,35,6575.73200000000,0.00500000000,33.51100000000,2.38700000000,Shallow Soils,H,2,1970-1996,B,2,DIP,D,3,I,1352.68635364000,72.5285899,157.5633541,Urban,U,1,S
90,B.W.U Labour College,4.00000000000,0,1852.92500000000,0.00000000000,17.16100000000,0.00000000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1361.68849465000,68.0862404,151.2947196,Urban,U,1,S
91,Babylon,4.00000000000,0,376.41900000000,0.00000000000,38.18000000000,4.74600000000,Scotland District Soils,O,6,1970-1996,B,2,DIP,D,3,I,1451.24962402000,79.2574509,165.1940387,Urban,U,1,N
92,Babylon,5.00000000000,0,376.41900000000,0.00000000000,38.18000000000,4.74600000000,Scotland District Soils,O,6,1970-1996,B,2,DIP,D,3,I,1451.24962402000,79.2574509,165.1940387,Urban,U,1,N
93,Babylon,6.00000000000,0,376.41900000000,0.00000000000,38.18000000000,4.74600000000,Scotland District Soils,O,6,1970-1996,B,2,DIP,D,3,I,1451.24962402000,79.2574509,165.1940387,Urban,U,1,N
94,Bagatelle Gardens,4.00000000000,0,763.96800000000,0.00000000000,-5.01300000000,0.00000000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1474.59781087000,78.0621958,168.2045074,Urban,U,1,W
95,Bagatelle Gardens,10.00000000000,0,763.96800000000,0.00000000000,-5.01300000000,0.00000000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1474.59781087000,78.0621958,168.2045074,Urban,U,1,W
96,Bagatelle Gardens,12.00000000000,0,763.96800000000,0.00000000000,-5.01300000000,0.00000000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1474.59781087000,78.0621958,168.2045074,Urban,U,1,W
97,Bagatelle Park,3.00000000000,0,979.95600000000,0.00000000000,-18.00800000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1454.96284432000,76.1046104,167.1068781,Urban,U,1,W
98,Bagatelle Park,4.00000000000,0,979.95600000000,0.00000000000,-18.00800000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1454.96284432000,76.1046104,167.1068781,Urban,U,1,W
99,Bagatelle Park,6.00000000000,0,979.95600000000,0.00000000000,-18.00800000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1454.96284432000,76.1046104,167.1068781,Urban,U,1,W
100,Bagatelle Terrace,4.00000000000,12,3830.61500000000,0.00300000000,-10.00500000000,1.30800000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1468.74690552000,76.8806404,167.6231289,Urban,U,1,W
101,Bagatelle Terrace,6.00000000000,12,3830.61500000000,0.00300000000,-10.00500000000,1.30800000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1468.74690552000,76.8806404,167.6231289,Urban,U,1,W
102,Bagatelle Terrace,10.00000000000,12,3830.61500000000,0.00300000000,-10.00500000000,1.30800000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1468.74690552000,76.8806404,167.6231289,Urban,U,1,W
103,Bagatelle Terrace,12.00000000000,12,3830.61500000000,0.00300000000,-10.00500000000,1.30800000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1468.74690552000,76.8806404,167.6231289,Urban,U,1,W
104,Bailey Alley,9.00000000000,0,812.44600000000,0.00000000000,109.24300000000,0.00000000000,Clay Soils,C,4,1860-1969,D,4,CIP,C,4,I,1540.48530273000,88.7992050,170.6991669,Urban,U,1,E
105,Bailey Alley,10.00000000000,0,812.44600000000,0.00000000000,109.24300000000,0.00000000000,Clay Soils,C,4,1860-1969,D,4,CIP,C,4,I,1540.48530273000,88.7992050,170.6991669,Urban,U,1,E
106,Bailey Alley,12.00000000000,0,812.44600000000,0.00000000000,109.24300000000,0.00000000000,Clay Soils,C,4,1860-1969,D,4,CIP,C,4,I,1540.48530273000,88.7992050,170.6991669,Urban,U,1,E
107,Bairds,4.00000000000,0,566.65000000000,0.00000000000,92.64900000000,9.22800000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1493.39523315000,86.9073264,167.9948654,Urban,U,1,E
108,Bairds Village,4.00000000000,3,986.40000000000,0.00300000000,63.53800000000,0.00000000000,Kandoid Clay,K,3,1860-1969,D,4,CIP,C,4,I,1502.47562953000,87.4167933,168.6394871,Urban,U,1,E
109,Bakers,3.00000000000,11,694.53300000000,0.01600000000,24.96700000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1559.57676927000,82.7771217,170.6439941,Urban,U,1,N
110,Bakers,4.00000000000,11,694.53300000000,0.01600000000,24.96700000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1559.57676927000,82.7771217,170.6439941,Urban,U,1,N
111,Bakers,6.00000000000,11,694.53300000000,0.01600000000,24.96700000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1559.57676927000,82.7771217,170.6439941,Urban,U,1,N
112,Bakers,8.00000000000,11,694.53300000000,0.01600000000,24.96700000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1559.57676927000,82.7771217,170.6439941,Urban,U,1,N
113,Bakers,10.00000000000,11,694.53300000000,0.01600000000,24.96700000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1559.57676927000,82.7771217,170.6439941,Urban,U,1,N
114,Bakers Tenantry,3.00000000000,0,123.12300000000,0.00000000000,48.62500000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1554.48940023000,83.0597006,170.5724729,Urban,U,1,N
115,Bakers Tenantry,6.00000000000,0,123.12300000000,0.00000000000,48.62500000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1554.48940023000,83.0597006,170.5724729,Urban,U,1,N
116,Bakers Tenantry,8.00000000000,0,123.12300000000,0.00000000000,48.62500000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1554.48940023000,83.0597006,170.5724729,Urban,U,1,N
117,Bakers Tenantry,9.00000000000,0,123.12300000000,0.00000000000,48.62500000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1554.48940023000,83.0597006,170.5724729,Urban,U,1,N
118,Bakers Tenantry,10.00000000000,0,123.12300000000,0.00000000000,48.62500000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1554.48940023000,83.0597006,170.5724729,Urban,U,1,N
119,Bakers Tenantry,12.00000000000,0,123.12300000000,0.00000000000,48.62500000000,0.00000000000,Smectoid Clay,M,5,1860-1969,D,4,CIP,C,4,I,1554.48940023000,83.0597006,170.5724729,Urban,U,1,N
120,Bakers Tenentry,6.00000000000,0,578.59300000000,0.00000000000,25.47800000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1552.85793050000,82.4923897,170.5532583,Urban,U,1,N
121,Bakers Tenentry,8.00000000000,0,578.59300000000,0.00000000000,25.47800000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1552.85793050000,82.4923897,170.5532583,Urban,U,1,N
122,Bakers Tenentry,9.00000000000,0,578.59300000000,0.00000000000,25.47800000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1552.85793050000,82.4923897,170.5532583,Urban,U,1,N
123,Bakers Tenentry,10.00000000000,0,578.59300000000,0.00000000000,25.47800000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1552.85793050000,82.4923897,170.5532583,Urban,U,1,N
124,Bakers Tenentry,12.00000000000,0,578.59300000000,0.00000000000,25.47800000000,0.00000000000,Smectoid Clay,M,5,Unknown,E,5,Unknown,U,6,U,1552.85793050000,82.4923897,170.5532583,Urban,U,1,N
125,Balls Land,3.00000000000,4,133.76400000000,0.03000000000,-67.51200000000,0.00000000000,Smectoid Clay,M,5,1970-1996,B,2,DIP,D,3,I,1341.22673465000,73.2668705,157.7871201,Urban,U,1,S
